idpregunta;traffictest;fotoRouteComplete;textopregunta;vecesHecha;mediaFallada;vecesHechaExperimento;mediaFalladaExperimento;respuesta1;respuesta2;respuesta3;respuesta4;respuestaCorrecta;idTema;temaDenominacion;idSubtema;subtemaDenominacion;descatalogada;idRespuesta1;idRespuesta2;idRespuesta3;idRespuesta4;idRespuestaCorrecta;enableForContent;enableForTestLesson;enableForTestExam;enableForTestKiller;enableForTestReview
146125;321048;Iveralso/1193737.jpg;"En una curva de visibilidad reducida, ¿por dónde debe circular?";11231;21,57;10612;21,38;"Por el carril derecho, pasando lo más cerca posible del eje de la vía.";"Dejando completamente libre la mitad de la calzada que corresponda al sentido contrario.";"Ocupando parte del sentido contrario, para ser visible con más facilidad.";;"Dejando completamente libre la mitad de la calzada que corresponda al sentido contrario.";3199;"06 Uso de la via y Adelantamientos";20645;"Adelantamiento Prohibido Curvas sin Visibilidad.";No;489756;489757;489758;;489757;Si;Si;Si;No;No
146126;321083;Iveralso/1192393.jpg;"¿Es obligatorio llevar un juego de cadenas para la nieve en el vehículo?";9508;15,12;9011;15,02;"Sólo en invierno.";Sí.;No.;;No.;3197;"13 Personas y Mercancias Transportadas";20641;"Dispositivos Obligatorios.";No;489759;489760;489761;;489761;No;Si;Si;No;No
146127;321222;Iveralso/1193384.jpg;"¿Qué tasa de alcoholemia es la más segura para conducir?";933;3,64;636;3,14;"Inferior a 0,5 gramos por litro en sangre.";"0,15 miligramos por litro en aire espirado.";"0,0 miligramos por litro de alcohol en aire espirado.";;"0,0 miligramos por litro de alcohol en aire espirado.";3206;"17 Tiempo y Distancia de Reacción y Factores Que Intervienen";20603;"Tasas de Alcoholemia.";No;489762;489763;489764;;489764;No;No;No;No;Si
146128;321260;Iveralso/1192985.jpg;"Este semáforo indica a los conductores de tranvías y autobuses de líneas regulares que...";15050;9,18;14305;9,22;"está permitido el paso de frente.";"está prohibido el paso.";"deben cambiar de dirección a derecha o izquierda.";;"está prohibido el paso.";3190;"02 Señalizacion";20393;"Semáforo para Tranvias, Autobuses y Taxi.";No;489765;489766;489767;;489766;No;Si;Si;No;No
146129;321459;Iveralso/1193513.jpg;"Para entrar en una autopista, ¿a qué velocidad debe circular?";706;0,28;662;0,30;"A la máxima velocidad permitida en la autopista.";"A la velocidad adecuada que permita incorporarse con seguridad.";"Siempre muy despacio para entrar con seguridad.";;"A la velocidad adecuada que permita incorporarse con seguridad.";3194;"10 Preferencias";20497;"Normas sobre Incorporación y Carril Aceleración.";No;489768;489769;489770;;489769;No;No;No;No;Si
146130;321510;Iveralso/16155.jpg;"¿Qué indica esta señal?";686;0,29;627;0,31;"Proximidad de un tramo en el que la circulación se encuentra detenida o dificultada por congestión de tráfico.";"Proximidad de un tramo en el que sólo está permitida la circulación de turismos.";"Prohibición de circular en paralelo.";;"Proximidad de un tramo en el que la circulación se encuentra detenida o dificultada por congestión de tráfico.";3193;"07 Señales de Peligro y Prohibición";20432;"Peligro Congestion";No;489771;489772;489773;;489771;No;No;No;No;Si
146131;824965;Iveralso/1191552.jpg;"En general, los conductores con problemas de estrés...";678;0,88;633;0,78;"son más agresivos.";"sufren menos distracciones.";"tiene una menor sensación de fatiga.";;"son más agresivos.";3206;"17 Tiempo y Distancia de Reacción y Factores Que Intervienen";20600;"Enfermedades, Estres y Depresión.";No;489774;489775;489776;;489774;No;No;No;No;Si
146132;835626;Iveralso/191979.jpg;"El consumo de alcohol, ¿deteriora las capacidades para conducir con seguridad?";689;1,45;642;1,55;"No, el consumo de alcohol ayuda a mantener la concentración al volante.";"Sí, aunque la tasa de alcoholemia sea inferior al límite legal.";"Sí, pero sólo si la tasa de alcoholemia es superior al límite legal.";;"Sí, aunque la tasa de alcoholemia sea inferior al límite legal.";3206;"17 Tiempo y Distancia de Reacción y Factores Que Intervienen";20707;alcohol;No;489777;489778;489779;;489778;No;No;No;No;Si
146133;885090;Iveralso/18884.jpg;"En esta curva de visibilidad reducida, ¿está permitido parar?";13035;22,62;12325;22,22;"En la curva no, pero sí en sus proximidades.";"No, ni en la curva, ni en sus proximidades.";Sí.;;"No, ni en la curva, ni en sus proximidades.";3201;"05 Inmovilizaciones";20534;"Lugares Donde esta prohibido Parar y Estacionar.";No;489780;489781;489782;;489781;Si;Si;Si;No;No
146134;887451;Iveralso/16538.jpg;"Se detiene en un carril esperando para realizar un cambio de sentido, ¿está permitido?";13321;15,12;12553;14,88;"Sí, siempre que no obstaculice a los vehículos que circulen detrás.";"No, debe salir siempre a la derecha.";"No, en ningún caso.";;"Sí, siempre que no obstaculice a los vehículos que circulen detrás.";3200;"04 Cambios de direccion, de sentido y marcha atrás";20549;"cambio de sentido moto 1";No;489783;489784;489785;;489783;No;Si;Si;No;No
146135;892312;Iveralso/1194519.jpg;"¿Están obligadas las motocicletas a llevar la luz de cruce durante el día?";10449;17,69;9930;17,62;"No, como norma general.";"Sólo cuando circule por vías interurbanas.";"Sí, en todo tipo de vías.";;"Sí, en todo tipo de vías.";3204;"16 Luces";20572;"Luces en Motos, Gálibo, Xenon y Adaptativas.";No;489786;489787;489788;;489788;Si;Si;Si;No;No
146136;893112;Iveralso/191557.jpg;"Después de un accidente grave, ¿es aconsejable revisar el funcionamiento de los cinturones de seguridad?";679;1,47;637;1,56;"Sólo si el vehículo ha sufrido un impacto lateral.";"Sí, y se deben sustituir si han sufrido daños.";"No, son elementos de seguridad que no necesitan ser revisados.";;"Sí, y se deben sustituir si han sufrido daños.";3197;"13 Personas y Mercancias Transportadas";20636;"Posición en el Asiento y Cinturón de Seguridad.";No;489789;489790;489791;;489790;No;No;No;No;Si
146137;893863;Iveralso/1195042.jpg;"¿Con cuál de los siguientes vehículos debe dejar una distancia lateral de seguridad de, al menos, 1,5 metros, cuando adelante con su vehículo?";1881;11,48;1310;11,52;Ciclomotor.;"Vehículo agrícola.";"Cuadriciclo ligero.";;Ciclomotor.;3199;"06 Uso de la via y Adelantamientos";20671;"1,5 metros motos";No;489792;489793;489794;;489792;No;Si;Si;No;No
146138;7454867;Iveralso/1191044.jpg;"La distancia de frenado está determinada por...";1973;4,66;1935;4,75;"un único factor, la velocidad a la que se circula.";"varios factores, como la velocidad, el estado de la vía o el del vehículo.";"un único factor, el estado del vehículo.";;"varios factores, como la velocidad, el estado de la vía o el del vehículo.";3206;"17 Tiempo y Distancia de Reacción y Factores Que Intervienen";20592;"Tiempo y Distancia completo";No;489795;489796;489797;;489796;No;No;No;No;Si
146139;85209035;Iveralso/1192518.jpg;"El conductor del vehículo de la fotografía está indicando que va a...";741;2,29;684;2,33;frenar.;"desplazarse hacia la izquierda.";"desplazarse hacia la derecha.";;"desplazarse hacia la izquierda.";3200;"04 Cambios de direccion, de sentido y marcha atrás";20526;"Señales Hechas con el Brazo.";No;489798;489799;489800;;489799;No;No;No;No;Si
146140;85212188;Iveralso/1193737.jpg;"En esta curva de visibilidad reducida, situada en una carretera de doble sentido, al conductor de una motocicleta, ¿le está permitido adelantar a otro vehículo?";10808;14,29;10234;14,03;"Sí, ya que no están delimitados los carriles ni hay señales que prohíban adelantar.";"Sí, siempre que deje 1,5 metros de separación lateral con el vehículo adelantado.";"No, ya que no existe visibilidad y no están delimitados los carriles.";;"No, ya que no existe visibilidad y no están delimitados los carriles.";3199;"06 Uso de la via y Adelantamientos";20645;"Adelantamiento Prohibido Curvas sin Visibilidad.";No;489801;489802;489803;;489803;No;Si;Si;No;No
146141;100087157;Iveralso/1194231.jpg;"El conductor de una motocicleta, ¿puede llevar instalado en su casco un dispositivo inalámbrico homologado que le permita hablar por teléfono mientras circula?";11600;15,23;10969;15,31;"No, está prohibido.";"Sí, siempre que su uso no afecte a la seguridad en la conducción.";"Sólo si el control del volumen del dispositivo está integrado en los mandos de la motocicleta.";;"Sí, siempre que su uso no afecte a la seguridad en la conducción.";3203;"19 Motocicleta";20634;"Casco en Motos Cerradas.";No;489804;489805;489806;;489805;No;Si;Si;No;No
146142;852114564;Iveralso/1193541.jpg;"Este tractor de 3.500 kilogramos de MMA, ¿circula correctamente por el arcén?";10504;18,76;9956;18,49;Sí.;"No, debe circular por el carril derecho.";"Sí, pero solo si está averiado.";;Sí.;3191;"09 Arcenes y Carriles Especiales";20411;"Vehículos Obligados a Circular por el Arcén.";No;489807;489808;489809;;489807;Si;Si;Si;No;No
146143;852115333;Iveralso/1192972.jpg;"La distribución de la carga en un vehículo, ¿afecta al consumo de combustible?";9193;9,95;8710;9,90;"No, solo afecta su peso, pero no su distribución.";"Sí, por eso es muy importante colocarla de manera adecuada.";"Solo si el vehículo no dispone de un motor de inyección.";;"Sí, por eso es muy importante colocarla de manera adecuada.";3207;"14 Mecánica";20652;"Ahorro de Combustible.";No;489810;489811;489812;;489811;No;Si;Si;No;No
146144;852115624;Iveralso/1193828.jpg;"A la vista de la señalizacion existente en la calzada, ¿puede realizar una parada?";1235;4,45;687;3,63;"No, está prohibido parar y estacionar.";"Sí, está permitido parar, pero no estacionar.";"Sí, está permitido parar y estacionar.";;"Sí, está permitido parar, pero no estacionar.";3192;"03 Marcas Viales";20477;"linea continua amarilla";No;489813;489814;489815;;489814;No;No;No;No;Si
146146;852116179;Iveralso/1195090.jpg;"¿En qué tipo de accidentes es más frecuente que se produzca el latigazo cervical?";9512;15,05;9014;15,02;"En las salidas de la vía, siendo la lesión más frecuente en este tipo de accidentes.";"En las colisiones por alcance.";"En los atropellos.";;"En las colisiones por alcance.";3197;"13 Personas y Mercancias Transportadas";20626;"Distancia del Reposacabezas.";No;489819;489820;489821;;489820;No;Si;Si;No;No
146147;852117475;Iveralso/1193835.jpg;"¿Circula correctamente este vehículo?";454;0,88;413;0,96;"No, porque circula con las puertas abiertas.";"Sí, porque lleva las puertas bien sujetas.";"Sólo si la carga que transporta es indivisible.";;"No, porque circula con las puertas abiertas.";3197;"13 Personas y Mercancias Transportadas";21038;"Carga suelta";No;489822;489823;489824;;489822;No;No;No;No;Si
146148;90007701;Iveralso/191597.jpg;"En un túnel, ¿le está permitido realizar un cambio de sentido?";13134;8,88;12377;8,79;"Sí, cuando exista más de un carril para el sentido de la marcha.";"No, está prohibido.";"Sí, cuando exista espacio suficiente y no obstaculice el paso.";;"No, está prohibido.";3200;"04 Cambios de direccion, de sentido y marcha atrás";20544;"Lugares Prohibidos para Cambiar el Sentido.";No;489825;489826;489827;;489826;No;Si;Si;No;No
146149;100040961;Iveralso/1190988.jpg;"¿Está permitido parar o estacionar en un carril bus?";11904;9,58;11277;9,63;"Está prohibida la parada, pero está permitido el estacionamiento.";"Está prohibido el estacionamiento, pero está permitida la parada.";"Está prohibida tanto la parada como el estacionamiento.";;"Está prohibida tanto la parada como el estacionamiento.";3201;"05 Inmovilizaciones";20534;"Lugares Donde esta prohibido Parar y Estacionar.";No;489828;489829;489830;;489830;No;Si;Si;No;No
146150;835713;Iveralso/1193606.jpg;"Si mientras conducimos tenemos una fuerte discusión, lo más recomendable es...";684;0,14;641;0,15;"aumentar la velocidad para llegar lo antes posible a nuestro destino.";"parar en un lugar permitido y no continuar la marcha hasta estar más tranquilo.";"parar en una cafetería y tomar un medicamento relajante con una taza de té.";;"parar en un lugar permitido y no continuar la marcha hasta estar más tranquilo.";3206;"17 Tiempo y Distancia de Reacción y Factores Que Intervienen";20600;"Enfermedades, Estres y Depresión.";No;489831;489832;489833;;489832;No;No;No;No;Si
146151;90006808;Iveralso/1193358.jpg;"Un vehículo especial de reparación de las vías accede a una autopista para realizar obras en la vía. ¿Cuándo debe encender la señal luminosa V-2?";693;2,30;648;2,16;"Desde el momento en que circula por vías de uso público.";"No debe encenderla hasta llegar a la zona de obras.";"Sólo cuando circule entre la puesta y la salida del sol.";;"Desde el momento en que circula por vías de uso público.";3196;"15 Velocidad";20480;"Luz rotativa";No;489834;489835;489836;;489834;No;No;No;No;Si
146152;90006622;Iveralso/18191.jpg;"Si circula por una autopista con un camión de 3.000 kg de MMA, ¿que distancia es obligatorio dejar con el vehículo que va delante si no pretende adelantar?";9621;25,15;9116;25;"50 metros.";"La que permita detenerse, en caso de frenado brusco, sin colisionar con él.";"100 metros.";;"La que permita detenerse, en caso de frenado brusco, sin colisionar con él.";3202;"18 Factores Humano, Vía, Vehículo";20594;"Distancias de Seguridad.";No;489837;489838;489839;;489838;Si;Si;Si;No;No
146153;823312;;"El calor al volante, ¿representa un riesgo para la seguridad vial?";674;0,74;630;0,79;"Sí, favorece la aparición de la fatiga y el conductor tarda más en reaccionar.";"No, el calor no representa ningún riesgo para la seguridad vial.";"Sí, por eso es aconsejable circular siempre con las ventanillas bajadas.";;"Sí, favorece la aparición de la fatiga y el conductor tarda más en reaccionar.";3206;"17 Tiempo y Distancia de Reacción y Factores Que Intervienen";20592;"Tiempo y Distancia completo";No;489840;489841;489842;;489840;No;No;No;No;Si
146155;90006809;Iveralso/1191790.jpg;"Para circular con seguridad los días de lluvia, es recomendable que los conductores:";1516;4,81;1145;4,62;"Frenen de forma brusca para evitar que se bloqueen las ruedas.";"Circulen con las ventanillas bajadas para que no se forme vaho en el parabrisas.";"Que lleven bien limpias todas las superficies que permitan ver y ser vistos.";;"Que lleven bien limpias todas las superficies que permitan ver y ser vistos.";3202;"18 Factores Humano, Vía, Vehículo";20644;"La Lluvia,  Aquaplaning y hojas en la calzada.";No;489846;489847;489848;;489848;No;No;No;No;Si
146156;852115882;Iveralso/1192372.jpg;"Circulando en terreno llano y uniforme, al soltar el volante observa que el vehículo se desvía hacia un lado, ¿a qué puede ser debido?";9141;8,98;8661;8,93;"A que las ruedas de un mismo eje no tienen la misma presión de aire.";"A que los neumáticos del eje delantero y los del eje trasero son del mismo tipo.";"A que el nivel del líquido de frenos está debajo del mínimo recomendado.";;"A que las ruedas de un mismo eje no tienen la misma presión de aire.";3207;"14 Mecánica";20615;"Dirección, Amortiguación y Revisiones.";No;489849;489850;489851;;489849;No;Si;Si;No;No
146157;85209318;Iveralso/1193534.jpg;"¿Qué está obligado a llevar en su vehículo si el resultado de la inspección técnica periódica es favorable?";11462;17,58;10858;17,31;"La tarjeta de inspección técnica del vehículo sellada únicamente.";"El distintivo acreditativo de la ITV y el informe de la inspección.";"El distintivo acreditativo en el lado izquierdo del parabrisas y la tarjeta ITV.";;"El distintivo acreditativo de la ITV y el informe de la inspección.";3198;"11 Permisos de Conducir";20543;"Periodicidad ITV.";No;489852;489853;489854;;489853;Si;Si;Si;No;No
146158;90006816;Iveralso/18958.jpg;"Una carga colocada en la baca de un turismo, ¿puede sobresalir por los laterales del vehículo?";9160;10,56;8694;10,54;"Sí, hasta 0,50 metros por cada lateral.";"Sí, hasta 0,25 metros por cada lateral.";"No, en los turismos no puede sobresalir la carga lateralmente.";;"No, en los turismos no puede sobresalir la carga lateralmente.";3197;"13 Personas y Mercancias Transportadas";20565;"La Carga en los Turismos.";No;489855;489856;489857;;489857;No;Si;Si;No;No
146159;835954;Iveralso/1193796.jpg;"En una motocicleta de anchura inferior a 1 metro, la carga no debe sobresalir...";10094;22,21;9556;22,14;"más de 0,25 metros a cada lado de su eje longitudinal.";"más de 0,50 metros a cada lado de su eje longitudinal.";"más de 0,20 metros por la parte posterior.";;"más de 0,50 metros a cada lado de su eje longitudinal.";3197;"13 Personas y Mercancias Transportadas";20568;"La Carga en las Motocicletas.";No;489858;489859;489860;;489859;Si;Si;Si;No;No
146160;892056;Iveralso/1194711.jpg;"Al conductor de una motocicleta, ¿le está permitido utilizar el teléfono móvil mientras conduce manteniéndolo ajustado entre la cabeza y el casco?";11671;13,21;11051;13,32;"No, es una infracción grave que supone la pérdida de 3 puntos.";"Sí, mientras no utilice las manos para sujetar el teléfono.";"No, es un delito contra la seguridad vial contemplado en el Código Penal.";;"No, es una infracción grave que supone la pérdida de 3 puntos.";3203;"19 Motocicleta";20634;"Casco en Motos Cerradas.";No;489861;489862;489863;;489861;No;Si;Si;No;No
146161;90007706;Iveralso/18264.jpg;"Antes de iniciar la marcha, ¿es conveniente regular la altura de los reposacabezas de los asientos que vayan ocupados?";683;1,31;635;1,41;"No, lo aconsejable es que vayan pegados al asiento.";"Solo se debe regular el del conductor para que vaya cómodo con la cabeza apoyada.";"Sí, para reducir el riesgo de sufrir una lesión cervical en caso de accidente.";;"Sí, para reducir el riesgo de sufrir una lesión cervical en caso de accidente.";3197;"13 Personas y Mercancias Transportadas";20626;"Distancia del Reposacabezas.";No;489864;489865;489866;;489866;No;No;No;No;Si
146162;90006802;Iveralso/190202.jpg;"Para realizar un estilo de conducción eficiente, ¿cómo se ha de acelerar inmediatamente después de cambiar de marcha?";8826;13,52;8400;13,52;"De forma ágil y progresiva, sin pisar a fondo el pedal del acelerador.";"Pisando y levantando el pie del pedal del acelerador para que engrane bien la marcha.";"Pisando a fondo el pedal del acelerador para conseguir una rápida aceleración.";;"De forma ágil y progresiva, sin pisar a fondo el pedal del acelerador.";3202;"18 Factores Humano, Vía, Vehículo";20649;"Conducción Eficiente.";No;489867;489868;489869;;489867;No;Si;Si;No;No
146163;886928;Iveralso/1194711.jpg;"¿Es peligroso escribir mensajes con el teléfono móvil mientras se conduce?";703;1,28;651;1,22;"No, si el conductor emplea una sola mano para usar el móvil.";"Sólo si el conductor tiene poca experiencia y circula a velocidad elevada.";"Sí, el conductor se distrae y le cuesta mantener una velocidad adecuada.";;"Sí, el conductor se distrae y le cuesta mantener una velocidad adecuada.";3202;"18 Factores Humano, Vía, Vehículo";20586;"El Teléfono Móvil.";No;489870;489871;489872;;489872;No;No;No;No;Si
146164;893327;Iveralso/1194649.jpg;"¿En cuál de los siguientes casos se permite que un menor de edad con una estatura inferior a 135 centímetros viaje, excepcionalmente, en el asiento delantero de un turismo?";9635;17,15;9126;16,73;"Cuando todos los asientos traseros estén ocupados por otros menores o por adultos.";"Cuando no sea posible instalar en los asientos traseros todos los sistemas de retención infantil.";"Cuando el menor utilice el cinturón de seguridad en vez de sistemas de retención infantil.";;"Cuando no sea posible instalar en los asientos traseros todos los sistemas de retención infantil.";3197;"13 Personas y Mercancias Transportadas";20632;"Transporte de Niños.";No;489873;489874;489875;;489874;Si;Si;Si;No;No
146167;90006619;Iveralso/1193431.jpg;"¿Cuál es el orden correcto de los factores a partir de los cuales se explican los accidentes de tráfico, clasificados de mayor a menor presencia en la accidentalidad?";8703;9,92;8266;9,77;"Factor vía y su entorno, factor humano, factor vehículo.";"Factor humano, factor vía y su entorno, factor vehículo.";"Factor vehículo, factor humano, factor vía y su entorno.";;"Factor humano, factor vía y su entorno, factor vehículo.";3202;"18 Factores Humano, Vía, Vehículo";21180;"Factores 03";No;489882;489883;489884;;489883;No;Si;Si;No;No
146168;90006814;Iveralso/1193196.jpg;"¿Está permitido parar o estacionar en carriles bici o en vías ciclistas?";674;1,63;636;1,72;"Sí, está permitido tanto la parada como el estacionamiento.";"Está permitido la parada pero no el estacionamiento.";"No, está prohibido tanto la parada como el estacionamiento.";;"No, está prohibido tanto la parada como el estacionamiento.";3201;"05 Inmovilizaciones";20534;"Lugares Donde esta prohibido Parar y Estacionar.";No;489885;489886;489887;;489887;No;No;No;No;Si
146169;8520430;Iveralso/1195158.jpg;"Un niño menor de 12 años y con una estatura de 125 centímetros, ¿puede viajar en el asiento delantero de un turismo sin un dispositivo de retención homologado?";10348;25,85;9815;25,75;"Sí, siempre que lleve el cinturón abrochado.";"Sólo si todos los asientos traseros están ya ocupados por menores.";No.;;No.;3197;"13 Personas y Mercancias Transportadas";20632;"Transporte de Niños.";No;489888;489889;489890;;489890;Si;Si;Si;No;No
146171;90006807;;"¿Cómo se denomina a los daños a los vehículos y a su carga, a la vía y a su entorno y al medio ambiente que se producen a consecuencia de un accidente de tráfico?";10935;9,76;10374;9,72;"Daños materiales.";"Costes administrativos.";"Costes humanos.";;"Daños materiales.";3205;"12 Primeros Auxilios";20607;"Costes Económicos.";No;489894;489895;489896;;489894;No;Si;Si;No;No
146172;90006623;Iveralso/1190941.jpg;"En la conducción de vehículos, lo normal es que a medida que aumenta la fatiga en el conductor...";8785;13,79;8351;13,71;"disminuye la distancia de frenado.";"aumenta también el tiempo de reacción.";"disminuye el tiempo de reacción.";;"aumenta también el tiempo de reacción.";3206;"17 Tiempo y Distancia de Reacción y Factores Que Intervienen";20593;"La Fatiga.";No;489897;489898;489899;;489898;No;Si;Si;No;No
146173;852117165;Iveralso/1194808.jpg;"¿Puede perder puntos de su saldo si circula con una motocicleta sin llevar el casco de protección correctamente abrochado?";11954;15,56;11320;15,47;"No, es una infracción que no conlleva la pérdida de puntos.";"Sí, es una infracción que supone la pérdida de 4 puntos.";"Sí, es una infracción que supone la pérdida de 6 puntos.";;"Sí, es una infracción que supone la pérdida de 4 puntos.";3203;"19 Motocicleta";20634;"Casco en Motos Cerradas.";No;489900;489901;489902;;489901;No;Si;Si;No;No
146174;90006810;Iveralso/190490.jpg;"En esta situación, ¿qué debe hacer?";9823;9,50;9299;9,53;"No disminuir la velocidad porque la señalización me da preferencia.";"Moderar la velocidad, incluso detenerme si fuera preciso.";"Detenerme, porque el peatón tiene preferencia.";;"Moderar la velocidad, incluso detenerme si fuera preciso.";3196;"15 Velocidad";20504;"Casos en los que Moderar la Velocidad.";No;489903;489904;489905;;489904;No;Si;Si;No;No
146175;90006625;Iveralso/1193525.jpg;"En caso de accidente, ¿puede perder eficacia el cinturón de seguridad si las cintas no están bien estiradas?";709;0,70;660;0,60;"Sí, y puede provocar lesiones aunque esté abrochado.";"No pierde eficacia, pero es aconsejable sustituirlo.";"No pierde eficacia, pero resulta incómodo.";;"Sí, y puede provocar lesiones aunque esté abrochado.";3197;"13 Personas y Mercancias Transportadas";20636;"Posición en el Asiento y Cinturón de Seguridad.";No;489906;489907;489908;;489906;No;No;No;No;Si
146176;824906;;"En un accidente, ¿cómo se conoce el desplazamiento del cuerpo por debajo de la cinta abdominal del cinturón de seguridad provocado por un mal uso del mismo?";687;1,74;641;1,87;"Efecto mariposa.";"Efecto látigo.";"Efecto submarino.";;"Efecto submarino.";3197;"13 Personas y Mercancias Transportadas";20636;"Posición en el Asiento y Cinturón de Seguridad.";No;489909;489910;489911;;489911;No;No;No;No;Si
146177;90006801;Iveralso/16414.jpg;"Esta vía, fuera de poblado, tiene un carril reservado para vehículos de mantenimiento de la vía. Este carril, ¿se considera uno más en relación con el cómputo de carriles?";10695;15,99;10112;15,98;"Sí, ya que está sujeto a las mismas normas de circulación.";"No, al estar reservado para determinados vehículos.";"Sí, como norma general.";;"No, al estar reservado para determinados vehículos.";3199;"06 Uso de la via y Adelantamientos";20741;"No se Cuentan a Efectos de Utilización.";No;489912;489913;489914;;489913;No;Si;Si;No;No
146179;835695;Iveralso/18808.jpg;"Durante el día y con buena visibilidad, a una motocicleta, ¿le está permitido circular por una carretera convencional con un remolque que no supere el 50% de la masa en vacío de la motocicleta?";11207;7,44;10607;7,36;"No, en ningún caso las motocicletas pueden arrastrar un remolque.";"No, una motocicleta solo puede circular arrastrando un remolque en vías urbanas.";"Sí, siempre que cumpla el resto de condiciones establecidas para este conjunto de vehículos.";;"Sí, siempre que cumpla el resto de condiciones establecidas para este conjunto de vehículos.";3203;"19 Motocicleta";20725;"Remolque en Bicicletas y Motocicletas.";No;489918;489919;489920;;489920;No;Si;Si;No;No
146180;825143;Iveralso/1194656.jpg;"Un turismo con el distintivo ambiental de la imagen, clasificado como C, ¿está autorizado a circular por un carril VAO si su único ocupante es el conductor?";9975;13,96;9441;13,69;"Sí, siempre que lleve el distintivo adhesivo en el parabrisas.";"No, salvo que por los paneles de mensaje variable se autorice su acceso.";"Sí, aunque no lleve el distintivo adhesivo en el parabrisas.";;"No, salvo que por los paneles de mensaje variable se autorice su acceso.";3191;"09 Arcenes y Carriles Especiales";20503;"Etiqueta contaminacion";No;489921;489922;489923;;489922;No;Si;Si;No;No
146181;90007703;Iveralso/190756.jpg;"Los menores de edad deberán utilizar un sistema de retención infantil homologado debidamente adaptado a su talla y peso cuando...";1650;2,42;1610;2,48;"su estatura sea igual o inferior a 150 centímetros.";"su edad sea igual o inferior a 14 años.";"su estatura sea igual o inferior a 135 centímetros.";;"su estatura sea igual o inferior a 135 centímetros.";3197;"13 Personas y Mercancias Transportadas";20632;"Transporte de Niños.";No;489924;489925;489926;;489926;No;No;No;No;Si
146182;90006811;Iveralso/1191174.jpg;"¿Se reduce la probabilidad de fallecer en un accidente de tráfico si se circula con un vehículo de dos ruedas con respecto a si se circula en un vehículo de cuatro ruedas?";11394;14,11;10757;13,98;"Sí, porque si sale despedido de la moto se reduce el riesgo de sufrir lesiones graves.";"No, ya que el cuerpo de un motorista absorbe la mayor parte de la energía del impacto.";"Sí, pero solo si se circula a velocidades superiores a 50 km/h.";;"No, ya que el cuerpo de un motorista absorbe la mayor parte de la energía del impacto.";3203;"19 Motocicleta";20810;"Accidente- motorista suelo";No;489927;489928;489929;;489928;No;Si;Si;No;No
146183;29520;Iveralso/1193161.jpg;"Si la velocidad máxima que puede alcanzar una motocicleta es inferior a 100 kilómetros por hora, ¿cuántos espejos retrovisores debe llevar de forma obligatoria?";9662;16,80;9161;16,71;"Dos, uno a cada lado de la motocicleta.";"Uno en el lado derecho y opcionalmente, otro en el lado izquierdo.";"Uno en el lado izquierdo y opcionalmente, otro en el lado derecho.";;"Uno en el lado izquierdo y opcionalmente, otro en el lado derecho.";3197;"13 Personas y Mercancias Transportadas";20631;"Retrovisor En Vh de dos ruedas";No;489930;489931;489932;;489932;Si;Si;Si;No;No
146184;827113;Iveralso/190577.jpg;"Fumar mientras conduce, ¿puede afectar a la conducción?";698;0,28;646;0,30;"No, y además relaja.";"Sí, porque distrae y se pierde capacidad de maniobra.";"Sólo si se fuma en pipa, pero los cigarrillos no afectan.";;"Sí, porque distrae y se pierde capacidad de maniobra.";3202;"18 Factores Humano, Vía, Vehículo";20587;"El Tabaco y Tirar Objetos en la Calzada";No;489933;489934;489935;;489934;No;No;No;No;Si
146185;90006803;Iveralso/1191598.jpg;"En vías fuera de poblado, ¿cuál es la velocidad máxima a la que le está permitido circular a una autocaravana de 3.000 kg de MMA?";10904;25,57;10354;25,49;"90 km/h en autopistas y autovías y 80 en carretera convencional.";"120 km/h en autopistas y autovías y 90 en carretera convencional.";"100 km/h en autopistas y autovías y 80 en carretera convencional.";;"120 km/h en autopistas y autovías y 90 en carretera convencional.";3196;"15 Velocidad";20507;"Cuadro de Velocidades Resto Vehículos.";No;489936;489937;489938;;489937;Si;Si;Si;No;No
146186;90006813;Iveralso/16549.jpg;"La velocidad, ¿influye en la capacidad de anticipación del conductor?";8664;12,53;8235;12,39;No.;"Sí, cuanto mayor es la velocidad mayor es también la capacidad de anticipación.";"Sí, a mayor velocidad menor capacidad de anticipación.";;"Sí, a mayor velocidad menor capacidad de anticipación.";3206;"17 Tiempo y Distancia de Reacción y Factores Que Intervienen";20592;"Tiempo y Distancia completo";No;489939;489940;489941;;489941;No;Si;Si;No;No
146187;667917;Iveralso/191216.jpg;"En condiciones meteorológicas especialmente desfavorables, como en caso de fuerte granizada, ¿qué precauciones, entre otras, debe tomar?";985;2,94;616;1,62;"Disminuir la velocidad, evitando pisar el freno, y aumentar la distancia de seguridad.";"Acercarse al vehículo de delante y encender el dispositivo de preseñalización de peligro.";"Circular con cambios frecuentes de dirección para evitar que se produzca “aquaplaning”.";;"Disminuir la velocidad, evitando pisar el freno, y aumentar la distancia de seguridad.";3202;"18 Factores Humano, Vía, Vehículo";20644;"La Lluvia,  Aquaplaning y hojas en la calzada.";No;489942;489943;489944;;489942;No;No;No;No;Si
